,Title,User_id,review/score
1057197,I Know Why the Caged Bird Sings,A3QZCA4LTTVGAD,5.0
1057214,I Know Why the Caged Bird Sings,A3GA09FYFKL4EY,5.0
1057269,I Know Why the Caged Bird Sings,A3QVAKVRAH657N,4.0
1057315,I Know Why the Caged Bird Sings,A2NHD7LUXVGTD3,5.0
1059467,The Normal Christian life,A1LMBM1N4EXS5W,5.0
1068274,Separate Peace,A8IPQ1Q1O7YX5,4.0
1068281,Separate Peace,A2NQ9D0DAKV0UA,4.0
1068299,Separate Peace,A3OJFPKMCXKOM0,5.0
1068330,Separate Peace,A3ILPPZ9RBE1U3,5.0
1068339,Separate Peace,AELXFPTLB6P2L,3.0
1068340,Separate Peace,A96K1ZGW56S2I,5.0
1068381,Separate Peace,A3DTHQIPBY0NI7,3.0
1068391,Separate Peace,A1NT7ED5TATUAM,2.0
1068413,Separate Peace,ALU2IJ2DZD86X,4.0
1068433,Separate Peace,A2S166WSCFIFP5,5.0
1068447,Separate Peace,A3HTKV1AW14EDB,4.0
1068470,Separate Peace,A1AAND6JLJGCV2,2.0
1068511,Separate Peace,A3QVAKVRAH657N,3.0
1068516,Separate Peace,A232HUAELH5J6V,4.0
1068562,Separate Peace,A1XTWXIMUCDGQE,4.0
1068637,Separate Peace,A29NUB3P6YIWZG,3.0
1068641,Separate Peace,A1U7L28N1N8E0L,5.0
1068642,Separate Peace,A1MC6BFHWY6WC3,5.0
1068658,Separate Peace,A2KP20R2FWLEEU,5.0
1068682,Separate Peace,A1ZDWD35AZL3S,4.0
1068694,Separate Peace,A1CHM200OEN65X,4.0
1068697,Separate Peace,A2ZATPER188K3J,5.0
1068699,Separate Peace,A3PWVZRIHDMLXF,5.0
1068767,Separate Peace,AOYTGNBDDE5PE,5.0
1068812,Separate Peace,A3R1E4K7B6RUHP,5.0
1068819,Separate Peace,A38BIVW2RNO3RW,5.0
1068824,Separate Peace,A2GG3731QK7BWV,4.0
1068848,Separate Peace,A3K1RVYM3JQZZS,5.0
1068853,Separate Peace,A1LVZOK9F7K4CN,5.0
1068864,Separate Peace,AHD101501WCN1,3.0
1068872,Separate Peace,A1R77GO77FBLMJ,1.0
1068891,Separate Peace,A9GOIC94I0P59,5.0
1068899,Separate Peace,A15XY6GGKD3B6D,5.0
1068901,Separate Peace,A2L5XWA1DRCFAH,2.0
1068902,Separate Peace,AQOP20IPUS7FE,3.0
1068905,Separate Peace,A1BT745N4PMLMH,5.0
1068908,Separate Peace,ADY0QI5IENSLY,2.0
1068909,Separate Peace,A3075RVSKC27HU,4.0
1068930,Separate Peace,AGCOCRW8A56U8,4.0
1068946,Separate Peace,A3IKBHODOTYYHM,4.0
1068961,Separate Peace,A1DK5AZMXS1QA3,2.0
1068970,Separate Peace,ACIBQ6BQ6AWEV,4.0
1068974,Separate Peace,A2ZHH7AK83JB5G,5.0
1069002,Separate Peace,ATXQIJTRYSRBT,5.0
1069003,Separate Peace,A2O9HU1K7TCF7B,5.0
1069005,Separate Peace,A2E3GFHUDNPYDH,5.0
1069010,Separate Peace,A3GA09FYFKL4EY,2.0
1069013,Separate Peace,A29E0Q47E8CPPO,1.0
1069037,Separate Peace,A3GAY5VH2LDFWK,4.0
1069779,Mapping The Edge,A1ER5AYS3FQ9O3,5.0
1069783,Mapping The Edge,AC1K4OQOZ90RS,4.0
1069784,Mapping The Edge,AG2IEP1MJQHFS,4.0
1069786,Mapping The Edge,A2HR0DJG4WMR8R,2.0
1069793,Mapping The Edge,A39ABKRS1MKFTW,3.0
1069800,Mapping The Edge,A2MF2QVSCUI27G,5.0
1069801,Mapping The Edge,A319KYEIAZ3SON,4.0
1069807,Mapping The Edge,A3RTNA9THAU2OP,3.0
1069816,Mapping The Edge,A1RECBDKHVOJMW,4.0
1069827,Mapping The Edge,A5DQ1MP5DL7DY,4.0
1070682,"First Immortal, The",AJDYDG7YZY9QL,2.0
1070766,"First Immortal, The",A55MRYPUAX4QU,4.0
1070767,"First Immortal, The",A2XRMQA6PJ5ZJ8,2.0
1070780,"First Immortal, The",A1CDNTB7377YH2,3.0
1074067,Painted Bird,A12A08OL0TZY0W,1.0
1074093,Painted Bird,AW7BIYHXUIZ62,5.0
1074094,Painted Bird,A33EVEMS61JYRQ,5.0
1074096,Painted Bird,A3NH7PYU4AD5GA,1.0
1074102,Painted Bird,A3RINLIDX74QLP,5.0
1074104,Painted Bird,A1DYMH30TSRONY,4.0
1074105,Painted Bird,A1NT7ED5TATUAM,1.0
1074108,Painted Bird,A2UPQPNCKR2XO4,2.0
1074123,Painted Bird,AUM3YMZ0YRJE0,5.0
1074130,Painted Bird,A3AYGXMH34R18Y,5.0
1074138,Painted Bird,A3LKWMM12AF0PU,5.0
1074145,Painted Bird,A2SHQJP6PNQTLD,4.0
1074147,Painted Bird,AKT8TGIT6VVZ5,5.0
1074159,Painted Bird,A3AKPY4LXIC24O,5.0
1074168,Painted Bird,A62G4QX6XQVLP,5.0
1074173,Painted Bird,A1H6QZLW6YSZIA,4.0
1074654,Goldfinger ( A Signet Book),A1NT7ED5TATUAM,3.0
1074656,Goldfinger ( A Signet Book),A2F3M93RRLFQNJ,5.0
1074657,Goldfinger ( A Signet Book),A1X8VZWTOG8IS6,5.0
1074665,Goldfinger ( A Signet Book),A2XRMQA6PJ5ZJ8,3.0
1074690,Goldfinger ( A Signet Book),A3MV1KKHX51FYT,4.0
1074702,Goldfinger ( A Signet Book),A1X1CEGHTHMBL1,5.0
1075015,The Collection,A3LNZKV31R04C4,3.0
1075020,The Collection,A1L43KWWR05PCS,5.0
1075027,The Collection,A2V3P1XE33NYC3,5.0
1075029,The Collection,AEQFYOI6YJ83Z,5.0
1075046,The Collection,A35DDC8MZVUNFT,1.0
1075053,The Collection,A1TONI9A0YFOD6,5.0
1075144,SuperHero ABC,A6HXFDIC7DVTC,4.0
1077749,Black Wind: A Dirk Pitt Novel (Numa Files),A19B0GTBYVO2OL,3.0
1077750,Black Wind: A Dirk Pitt Novel (Numa Files),A39AWL2FKWDFK6,4.0
1077756,Black Wind: A Dirk Pitt Novel (Numa Files),A25E44CFFC4B7T,2.0
1077758,Black Wind: A Dirk Pitt Novel (Numa Files),A1IOR3OTTUK3O5,4.0
1077765,Black Wind: A Dirk Pitt Novel (Numa Files),A2Z44AN3F2IN61,3.0
1077773,Black Wind: A Dirk Pitt Novel (Numa Files),A3P3UOHYBFRGJN,5.0
1077774,Black Wind: A Dirk Pitt Novel (Numa Files),A15Q7ABIU9O9YZ,4.0
1077775,Black Wind: A Dirk Pitt Novel (Numa Files),A3R19YKNL641X3,5.0
1077780,Black Wind: A Dirk Pitt Novel (Numa Files),A3PGGI7A6XCNF1,4.0
1077819,Black Wind: A Dirk Pitt Novel (Numa Files),A1RRV2KVA2AXLZ,5.0
1077820,Black Wind: A Dirk Pitt Novel (Numa Files),A1K1JW1C5CUSUZ,4.0
1077827,Black Wind: A Dirk Pitt Novel (Numa Files),A2F6N60Z96CAJI,4.0
1077832,Black Wind: A Dirk Pitt Novel (Numa Files),A1VPXCFO261VWH,4.0
1077838,Black Wind: A Dirk Pitt Novel (Numa Files),A3AEI87ZU72CJK,5.0
1077842,Black Wind: A Dirk Pitt Novel (Numa Files),A11M98R135HMSY,3.0
1077849,Black Wind: A Dirk Pitt Novel (Numa Files),A1V8NBMG0PDVK1,1.0
1077863,Black Wind: A Dirk Pitt Novel (Numa Files),A3VMCKYN22X0CO,4.0
1077864,Black Wind: A Dirk Pitt Novel (Numa Files),A3M174IC0VXOS2,4.0
1077866,Black Wind: A Dirk Pitt Novel (Numa Files),A1GPGBHBI6T2HJ,5.0
1077867,Black Wind: A Dirk Pitt Novel (Numa Files),A680RUE1FDO8B,5.0
1077869,Black Wind: A Dirk Pitt Novel (Numa Files),A1ZDWD35AZL3S,4.0
1077873,Black Wind: A Dirk Pitt Novel (Numa Files),AFVQZQ8PW0L,5.0
1078292,Letters to Karen - On Keeping Love in Marriage,AG9A3ZL7ODL6X,5.0
1080223,Manufacturing Consent: The Political Economy of the Mass Media,A30KEXFT9SILL6,5.0
1080228,Manufacturing Consent: The Political Economy of the Mass Media,A2YXRT2XIJIO57,4.0
1080249,Manufacturing Consent: The Political Economy of the Mass Media,A22LX6529JJ166,5.0
1080286,Manufacturing Consent: The Political Economy of the Mass Media,A3M77GPST0EICR,3.0
1080288,Manufacturing Consent: The Political Economy of the Mass Media,A1S8AJIUIO6M9K,5.0
1080291,Manufacturing Consent: The Political Economy of the Mass Media,A2B9Y0WXNSN17U,3.0
1080301,Manufacturing Consent: The Political Economy of the Mass Media,ALR35EFI69S5R,4.0
1080306,Manufacturing Consent: The Political Economy of the Mass Media,A37GRFP6VMUXKT,5.0
1080308,Manufacturing Consent: The Political Economy of the Mass Media,A1V51M8M216Y69,5.0
1081484,The Romanov Prophecy,A3PGGI7A6XCNF1,5.0
1081486,The Romanov Prophecy,A2F6N60Z96CAJI,5.0
1081510,The Romanov Prophecy,AFCEAIV5KHMJ5,5.0
1081515,The Romanov Prophecy,A1L43KWWR05PCS,4.0
1081516,The Romanov Prophecy,APRY1W9VFEFQ6,5.0
1081540,The Romanov Prophecy,AELSTEJJO90M7,3.0
1081542,The Romanov Prophecy,A680RUE1FDO8B,1.0
1081546,The Romanov Prophecy,A1SCJWCMQ3W3KK,5.0
1081554,The Romanov Prophecy,A33EVEMS61JYRQ,5.0
1081558,The Romanov Prophecy,A1CHM200OEN65X,3.0
1081566,The Romanov Prophecy,A2J9UIAZ8IIUSO,5.0
1081569,The Romanov Prophecy,A39ABKRS1MKFTW,3.0
1081570,The Romanov Prophecy,A3E8QNDC7CV44,3.0
1081572,The Romanov Prophecy,A359U0JFFZ0Q04,4.0
1081581,The Romanov Prophecy,A2IVCG4IILTY6O,2.0
1081583,The Romanov Prophecy,A2B1GZIRD6W646,4.0
1081608,The Romanov Prophecy,A1M8PP7MLHNBQB,5.0
1081618,The Romanov Prophecy,A2QTG1OWAWEFR4,3.0
1081630,The Romanov Prophecy,A30KEXFT9SILL6,3.0
1081639,The Romanov Prophecy,A15Q7ABIU9O9YZ,4.0
1081651,The Romanov Prophecy,A3A6GXILVT9JNW,4.0
1093704,"North and South (North and South Trilogy, 1)",A2F540P3L6P5CL,4.0
1093713,"North and South (North and South Trilogy, 1)",A126KX6FVI4T66,3.0
1093731,"North and South (North and South Trilogy, 1)",A2XRMQA6PJ5ZJ8,5.0
1093742,"North and South (North and South Trilogy, 1)",A1DW4U1LQV0XW7,4.0
1094231,The Queen of the Damned (The Vampire Chronicles),A18M68DE1Y6W51,5.0
1094257,The Queen of the Damned (The Vampire Chronicles),A3KF4IP2MUS8QQ,4.0
1094260,The Queen of the Damned (The Vampire Chronicles),A1TONI9A0YFOD6,3.0
1094263,The Queen of the Damned (The Vampire Chronicles),A1GSTCPM8NRZRV,5.0
1094266,The Queen of the Damned (The Vampire Chronicles),A1X8VZWTOG8IS6,4.0
1094267,The Queen of the Damned (The Vampire Chronicles),A1D2C0WDCSHUWZ,5.0
1094270,The Queen of the Damned (The Vampire Chronicles),A1JH5J1KQAUBMP,4.0
1094271,The Queen of the Damned (The Vampire Chronicles),A3GA09FYFKL4EY,5.0
1094295,The Queen of the Damned (The Vampire Chronicles),A1LVMQ52YODRMO,1.0
1094318,The Queen of the Damned (The Vampire Chronicles),A29LGHDM4PTVOA,4.0
1094321,The Queen of the Damned (The Vampire Chronicles),A1CDNTB7377YH2,2.0
1094324,The Queen of the Damned (The Vampire Chronicles),A2KSIT1AE6F8UV,5.0
1094332,The Queen of the Damned (The Vampire Chronicles),A1IPM23IJ8Q3L4,4.0
1094363,The Queen of the Damned (The Vampire Chronicles),A1Z81GM85KH5XS,3.0
1094381,The Queen of the Damned (The Vampire Chronicles),A28WJUJF6D2ULA,3.0
1094403,The Queen of the Damned (The Vampire Chronicles),A11WQ2N0KPQLXB,5.0
1094413,The Queen of the Damned (The Vampire Chronicles),A2V6FC7GVZ6T7M,4.0
1094449,The Queen of the Damned (The Vampire Chronicles),A370Z6I5GBWU44,4.0
1094451,The Queen of the Damned (The Vampire Chronicles),A1D5RCOILPC9LX,4.0
1094454,The Queen of the Damned (The Vampire Chronicles),A2Q6R7WN1D2K27,4.0
1094456,The Queen of the Damned (The Vampire Chronicles),AUM3YMZ0YRJE0,3.0
1094468,The Queen of the Damned (The Vampire Chronicles),A1A7U9G3728LOU,4.0
1094476,The Queen of the Damned (The Vampire Chronicles),AIWDJ3S85O10Q,4.0
1094489,The Queen of the Damned (The Vampire Chronicles),A3UDYY6L2NH3JS,5.0
1097414,Ralph's Party,A1IKD6BDEE18CI,5.0
1097434,Ralph's Party,A1T17LMQABMBN5,4.0
1097435,Ralph's Party,AW3VZ5O895LRK,5.0
1097444,Ralph's Party,AK7CAW3N1XZV6,4.0
1097446,Ralph's Party,AVHBK2SJ6CJ1C,4.0
1097469,Ralph's Party,A2IIDELWB0IWRO,4.0
1097483,Ralph's Party,ARYF8JUHY2S1X,4.0
1097485,Ralph's Party,A4R8GJX3UZ1I,4.0
1097488,Ralph's Party,A1BI8PUEHA5CHW,3.0
1098853,The Martian Chronicles,A16QQ78I8J29PA,4.0
1098855,The Martian Chronicles,A3SO4SZPDNW0S3,2.0
1098858,The Martian Chronicles,A1X8VZWTOG8IS6,4.0
1098879,The Martian Chronicles,A1K1JW1C5CUSUZ,5.0
1098880,The Martian Chronicles,A1EKTLUL24HDG8,5.0
1098887,The Martian Chronicles,A1XNXHTPQRACRO,4.0
1098888,The Martian Chronicles,A27ZH1AQORJ1L,4.0
1098895,The Martian Chronicles,A2B9Y0WXNSN17U,5.0
1098900,The Martian Chronicles,A2YJ9DT9YZ0DUN,5.0
1098902,The Martian Chronicles,A2H22I2RWE0HOV,5.0
1098904,The Martian Chronicles,A3NIQK6ZLYEP1L,5.0
1098907,The Martian Chronicles,A1J0YNR1SSFCVS,4.0
1098913,The Martian Chronicles,A11ON2OFCF6RTV,5.0
1098915,The Martian Chronicles,A1IJVXGQJ7P1G1,5.0
1098927,The Martian Chronicles,A1MC6BFHWY6WC3,5.0
1098929,The Martian Chronicles,A30KEXFT9SILL6,5.0
1098930,The Martian Chronicles,AWLFVCT9128JV,5.0
1098950,The Martian Chronicles,A1SMUB9ASL5L9Y,2.0
1098960,The Martian Chronicles,A1S3C5OFU508P3,5.0
1098962,The Martian Chronicles,A2QO08DN1DTEWD,5.0
1098964,The Martian Chronicles,A1Y87E22UVYCE6,5.0
1098967,The Martian Chronicles,AD0J5KK4WQXNS,5.0
1098968,The Martian Chronicles,AGCOCRW8A56U8,5.0
1098970,The Martian Chronicles,A1NZH03BZTSPS2,4.0
1098973,The Martian Chronicles,AS6SH2JM2YY3H,5.0
1098977,The Martian Chronicles,A1B1ERGGIV47SB,4.0
1098981,The Martian Chronicles,A2BS90J8VELL7D,4.0
1098982,The Martian Chronicles,A1BGE3EXIJ42XA,5.0
1099019,The Martian Chronicles,AEE2GJR0VF6R7,5.0
1099043,The Martian Chronicles,ATOFFO1VNCAGQ,5.0
1099044,The Martian Chronicles,A2NTJUI2DLZF4R,5.0
1099056,The Martian Chronicles,A3927BH5H75LII,5.0
1099058,The Martian Chronicles,A9998RE3AEA95,4.0
1099064,The Martian Chronicles,A3C2A3D2KG1F1A,4.0
1099098,The Martian Chronicles,AFCEAIV5KHMJ5,4.0
1099101,The Martian Chronicles,A2V1121177OVJ,5.0
1099108,The Martian Chronicles,A3QZCA4LTTVGAD,5.0
1099110,The Martian Chronicles,A3E8QNDC7CV44,5.0
1099111,The Martian Chronicles,A1ERDXS0QLEVKB,4.0
1099114,The Martian Chronicles,A1CHM200OEN65X,4.0
1099122,The Martian Chronicles,A2I5406XT0H9VD,5.0
1099123,The Martian Chronicles,A2SETXU4UY67C9,4.0
1099124,The Martian Chronicles,A1R77GO77FBLMJ,5.0
1099168,The Martian Chronicles,A3IKBHODOTYYHM,4.0
1099169,The Martian Chronicles,A3H2CKTFZ3B3GD,3.0
1099170,The Martian Chronicles,A28WJUJF6D2ULA,5.0
1099171,The Martian Chronicles,A37XGUQ1VH0XM6,5.0
1099173,The Martian Chronicles,AFYYHRPSFBLWS,4.0
1099178,The Martian Chronicles,A4SD8F79JBYG2,4.0
1099179,The Martian Chronicles,A3CTG6DK620Z0C,5.0
1099182,The Martian Chronicles,A3LWS1L674IYH7,5.0
1099184,The Martian Chronicles,A3260GM8VU5712,4.0
1099201,The Martian Chronicles,A29NUB3P6YIWZG,3.0
1099215,The Martian Chronicles,AOYTGNBDDE5PE,5.0
1099223,The Martian Chronicles,A1MJMYLRTZ76ZX,4.0
1100211,Carnal Innocence,A2E9Q3T876TQ6C,5.0
1100212,Carnal Innocence,A3HTKV1AW14EDB,4.0
1100213,Carnal Innocence,A1RECBDKHVOJMW,4.0
1100298,Carnal Innocence,A2QGB7KXWF859E,5.0
1101694,The Italian Secretary: a Further Adventure of Sherlock Holmes,AC9B29BXXWJHD,3.0
1101703,The Italian Secretary: a Further Adventure of Sherlock Holmes,A3PGGI7A6XCNF1,5.0
1101719,The Italian Secretary: a Further Adventure of Sherlock Holmes,A1PKJUAQFGNLSX,4.0
1101723,The Italian Secretary: a Further Adventure of Sherlock Holmes,A39AWL2FKWDFK6,4.0
1101725,The Italian Secretary: a Further Adventure of Sherlock Holmes,A3E8QNDC7CV44,4.0
1101736,The Italian Secretary: a Further Adventure of Sherlock Holmes,A1SKNS2DGG46XM,3.0
1101743,The Italian Secretary: a Further Adventure of Sherlock Holmes,A2H22I2RWE0HOV,2.0
1101751,The Italian Secretary: a Further Adventure of Sherlock Holmes,ABUV8YV3CT669,4.0
1101753,The Italian Secretary: a Further Adventure of Sherlock Holmes,A23OLHL5RPQKLP,4.0
1101754,The Italian Secretary: a Further Adventure of Sherlock Holmes,A1NC9AGZOBI0M1,5.0
1101757,The Italian Secretary: a Further Adventure of Sherlock Holmes,A3GBYFHV14WPAT,4.0
1101760,The Italian Secretary: a Further Adventure of Sherlock Holmes,A2JP0URFHXP6DO,3.0
1101763,The Italian Secretary: a Further Adventure of Sherlock Holmes,A19OQ7LWE2YJL3,2.0
1101764,The Italian Secretary: a Further Adventure of Sherlock Holmes,AFN32PGTZ31MV,3.0
1101768,The Italian Secretary: a Further Adventure of Sherlock Holmes,A28WJUJF6D2ULA,3.0
1102110,The Laughing Policeman,A3OH101U0CPUC7,5.0
1102118,The Laughing Policeman,A39AWL2FKWDFK6,4.0
1102121,The Laughing Policeman,A37GRFP6VMUXKT,5.0
1102128,The Laughing Policeman,AC1K4OQOZ90RS,5.0
1102150,The Laughing Policeman,A34UTL4AVX80MK,4.0
1102152,The Laughing Policeman,A29NUB3P6YIWZG,5.0
1102153,The Laughing Policeman,A324NNSMM9EFML,5.0
1102168,The Laughing Policeman,A3MV1KKHX51FYT,4.0
1103772,Your Present: A Half Hour of Peace,A328S9RN3U5M68,4.0
1103776,Your Present: A Half Hour of Peace,A14OJS0VWMOSWO,5.0
1103789,Your Present: A Half Hour of Peace,A37PV5GMP2ILJC,4.0
1103807,Your Present: A Half Hour of Peace,A2MF2QVSCUI27G,4.0
1103831,Your Present: A Half Hour of Peace,A3NR6YPZDDTR7W,2.0
1106622,What Jesus Meant,A16IITISD2LAX0,5.0
1106627,What Jesus Meant,A30R23VXTBBTLN,5.0
1106629,What Jesus Meant,A3V1EPSE6XDC0C,4.0
1106643,What Jesus Meant,AUHG8KSHI529U,4.0
1106648,What Jesus Meant,A1GLT8WEEWZTN1,4.0
1106653,What Jesus Meant,A3NCKDPCAUOD4T,3.0
1106655,What Jesus Meant,A2O9HU1K7TCF7B,5.0
1106681,What Jesus Meant,AFYYHRPSFBLWS,3.0
1106684,What Jesus Meant,A34UTL4AVX80MK,5.0
1106693,What Jesus Meant,A26BVUB2YJMGB7,4.0
1106695,What Jesus Meant,A140XH16IKR4B0,4.0
1106696,What Jesus Meant,A16QODENBJVUI1,5.0
1106699,What Jesus Meant,A1VFKMHY42W2O3,3.0
1109440,MOBY DICK or THE WHALE,A28JYNYX8B2L8T,2.0
1109441,MOBY DICK or THE WHALE,AF61QMJIK8Q7Y,5.0
1109442,MOBY DICK or THE WHALE,A2X36H1LTGU4GC,2.0
1109444,MOBY DICK or THE WHALE,AMKZHBOK7VMQR,5.0
1109463,MOBY DICK or THE WHALE,A2SHQJP6PNQTLD,4.0
1109468,MOBY DICK or THE WHALE,A3IJV6AMTGERQY,3.0
1109471,MOBY DICK or THE WHALE,A1N1YEMTI9DJ86,4.0
1109479,MOBY DICK or THE WHALE,A2EWCVGOTTPFAZ,5.0
1109480,MOBY DICK or THE WHALE,A22DUZU3XVA8HA,5.0
1109487,MOBY DICK or THE WHALE,A2ZY5IX8MDRJY7,5.0
1109498,MOBY DICK or THE WHALE,A30R23VXTBBTLN,5.0
1109499,MOBY DICK or THE WHALE,A3D7L0R1281COX,4.0
1109501,MOBY DICK or THE WHALE,A1HJZL0WKCOTSF,5.0
1109502,MOBY DICK or THE WHALE,AHD101501WCN1,5.0
1109512,MOBY DICK or THE WHALE,A2M7RPFEMKRT8M,5.0
1109536,MOBY DICK or THE WHALE,AX3V82QQ1A6ZQ,5.0
1109552,MOBY DICK or THE WHALE,A1LVZOK9F7K4CN,5.0
1109577,MOBY DICK or THE WHALE,A1EKTLUL24HDG8,4.0
1109584,MOBY DICK or THE WHALE,A1A58DW45TQZMX,3.0
1109586,MOBY DICK or THE WHALE,AGHIV0V0ON7MO,4.0
1109588,MOBY DICK or THE WHALE,A3FHAMLNGHCFU7,1.0
1109589,MOBY DICK or THE WHALE,A1DK5AZMXS1QA3,3.0
1109592,MOBY DICK or THE WHALE,A59LBV682DWGM,5.0
1109593,MOBY DICK or THE WHALE,A29SHFBU5O9BWO,3.0
1109602,MOBY DICK or THE WHALE,ABTUNH7645QJL,2.0
1109607,MOBY DICK or THE WHALE,ASSG127YCNDUL,5.0
1109608,MOBY DICK or THE WHALE,A2PR6NXG0PA3KY,5.0
1109611,MOBY DICK or THE WHALE,A38BIVW2RNO3RW,5.0
1109612,MOBY DICK or THE WHALE,ABWF7YVZAU1QP,5.0
1109615,MOBY DICK or THE WHALE,A2FTHCGH06O4Y5,5.0
1109630,MOBY DICK or THE WHALE,A2MPDB0KW79B6F,5.0
1109631,MOBY DICK or THE WHALE,A3QFUK8BCO9IMO,5.0
1109632,MOBY DICK or THE WHALE,A3IKBHODOTYYHM,4.0
1109654,MOBY DICK or THE WHALE,A3FVAWZNKW9GX,5.0
1109673,MOBY DICK or THE WHALE,A3TKGM2JJJC1I3,5.0
1109679,MOBY DICK or THE WHALE,A35YWA2V4QHOJ3,5.0
1109706,MOBY DICK or THE WHALE,AFYYHRPSFBLWS,3.0
1109709,MOBY DICK or THE WHALE,A1LW3XGXYP98BW,5.0
1109713,MOBY DICK or THE WHALE,A2D9IEFJGB483Q,4.0
1109745,MOBY DICK or THE WHALE,A29NUB3P6YIWZG,1.0
1109747,MOBY DICK or THE WHALE,A3JGOKYJPPARHO,5.0
1109757,MOBY DICK or THE WHALE,A1PKJUAQFGNLSX,1.0
1109761,MOBY DICK or THE WHALE,A1X8VZWTOG8IS6,4.0
1109762,MOBY DICK or THE WHALE,A122H2TEE3VUKW,5.0
1109763,MOBY DICK or THE WHALE,A1CHM200OEN65X,5.0
1109764,MOBY DICK or THE WHALE,A1G37DFO8MQW0M,5.0
1109765,MOBY DICK or THE WHALE,AJ98YA4Y333BK,5.0
1109776,MOBY DICK or THE WHALE,A1X4P6CN08U57A,4.0
1109786,MOBY DICK or THE WHALE,A3P8ZDHC7XSKSE,4.0
1109787,MOBY DICK or THE WHALE,ATN1SSKTJD8Z8,5.0
1109792,MOBY DICK or THE WHALE,A4FX5YCJA630V,3.0
1109795,MOBY DICK or THE WHALE,A1RPTVW5VEOSI,5.0
1109797,MOBY DICK or THE WHALE,A17FLA8HQOFVIG,4.0
1109818,MOBY DICK or THE WHALE,A3AKWA5CWSKOOH,4.0
1109827,MOBY DICK or THE WHALE,A33FA68V0NCM5E,5.0
1109832,MOBY DICK or THE WHALE,A21VR7M8O55EF6,5.0
1109844,MOBY DICK or THE WHALE,A3JSRMS7FO6EKQ,5.0
1109876,MOBY DICK or THE WHALE,A317CUPDD6NKJN,5.0
1109889,MOBY DICK or THE WHALE,A30G5HWFOLFTOI,4.0
1109892,MOBY DICK or THE WHALE,A2X6GEC6LCDN4S,5.0
1109897,MOBY DICK or THE WHALE,A963RX20PGRO8,5.0
1109899,MOBY DICK or THE WHALE,AHXAPVSHPJ6OJ,5.0
1109901,MOBY DICK or THE WHALE,AUEY946M1L939,5.0
1109902,MOBY DICK or THE WHALE,A1SMUB9ASL5L9Y,5.0
1109907,MOBY DICK or THE WHALE,A2V3P1XE33NYC3,5.0
1109909,MOBY DICK or THE WHALE,A29LGHDM4PTVOA,5.0
1109914,MOBY DICK or THE WHALE,AELXFPTLB6P2L,3.0
1109915,MOBY DICK or THE WHALE,A3NI29U4P5NQF1,5.0
1109955,MOBY DICK or THE WHALE,A2QO08DN1DTEWD,4.0
1109958,MOBY DICK or THE WHALE,AKT8TGIT6VVZ5,5.0
1109964,MOBY DICK or THE WHALE,A1241U6QCSX5YJ,4.0
1109975,MOBY DICK or THE WHALE,A21CP0XTTBJJ4W,3.0
1109981,MOBY DICK or THE WHALE,A32ZKBXJJ45BRY,4.0
1110071,"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",AKT8TGIT6VVZ5,1.0
1110077,"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",A22RY8N8CNDF3A,4.0
1110122,"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",ARNEUO7BF3J55,4.0
1110141,"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",A14OJS0VWMOSWO,5.0
1110143,"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",A1M8PP7MLHNBQB,5.0
1110146,"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",A1S8AJIUIO6M9K,4.0
1110154,"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",A13E0ARAXI6KJW,5.0
1110576,Mammoth Hunters (Earths Children 3),A3T0OTH5072YRE,4.0
1110624,Mammoth Hunters (Earths Children 3),A370Z6I5GBWU44,4.0
1110626,Mammoth Hunters (Earths Children 3),A2V6FC7GVZ6T7M,4.0
1110634,Mammoth Hunters (Earths Children 3),AN8C7BGR98HLN,4.0
1110659,Mammoth Hunters (Earths Children 3),A1IOR3OTTUK3O5,3.0
1110681,Mammoth Hunters (Earths Children 3),A1CHM200OEN65X,4.0
1110696,Mammoth Hunters (Earths Children 3),A1JV4QKTEB7QBL,4.0
1110718,Mammoth Hunters (Earths Children 3),A43P0V05RM3SR,4.0
1110752,Mammoth Hunters (Earths Children 3),A1IIX764GG3WNZ,4.0
1110757,Mammoth Hunters (Earths Children 3),AQCQ5F0OJXMG9,2.0
1110761,Mammoth Hunters (Earths Children 3),A2S166WSCFIFP5,4.0
1110766,Mammoth Hunters (Earths Children 3),A27SC4VWIQVMCK,3.0
1110782,Mammoth Hunters (Earths Children 3),A11WQ2N0KPQLXB,3.0
1110788,Mammoth Hunters (Earths Children 3),A1AXHNRDJEQ0B,1.0
1110913,Just So Stories (Watermill Classic),ADB8XCKNSDY5Z,5.0
1110923,Just So Stories (Watermill Classic),A1JTG5X4VHJV27,3.0
1110925,Just So Stories (Watermill Classic),A1K1JW1C5CUSUZ,5.0
1110928,Just So Stories (Watermill Classic),A1FKYA34DS346W,5.0
1110946,Just So Stories (Watermill Classic),A1CIW2OEVAJRM2,3.0
1110953,Just So Stories (Watermill Classic),A3N8RZSXKN1OR2,5.0
1110977,Just So Stories (Watermill Classic),A10T0OW97SFBB,4.0
